"ID","householdID","communityID","Birth_Year","Birth_Month","ba003","Current_Hukou","Marital_Status","bf004","Adult_Edu","Age_2011","Edu_Group","Area_Type"
"07823321702","078233217","0782332",1950,8,2,"1","1",NA,0,61,2,"1"
"07823321901","078233219","0782332",1943,10,2,"1","5",1,0,68,2,"1"
"07823322001","078233220","0782332",1949,4,2,"1","1",NA,0,62,1,"1"
"07823322002","078233220","0782332",1947,1,2,"1","1",NA,0,64,2,"1"
"07823322101","078233221","0782332",1939,10,2,"1","1",NA,0,72,1,"1"
"07823322102","078233221","0782332",1946,7,2,"1","1",NA,0,65,1,"1"
"07823322201","078233222","0782332",1945,11,2,"1","5",1,0,66,1,"1"
"07823322301","078233223","0782332",1934,6,2,"1","1",NA,0,77,1,"1"
"07823322302","078233223","0782332",1932,7,2,"1","1",NA,0,79,1,"1"
"07823322601","078233226","0782332",1944,8,2,"1","1",NA,0,67,2,"1"
"07823322602","078233226","0782332",1944,6,2,"1","1",NA,0,67,3,"1"
"07823322701","078233227","0782332",1935,12,2,"1","5",4,0,76,1,"1"
"07823330401","078233304","0782333",1932,3,2,"1","5",2,0,79,1,"1"
"07823330501","078233305","0782333",1951,12,2,"1","5",8,0,60,1,"1"
"07823330702","078233307","0782333",1949,8,2,"1","1",NA,0,62,1,"1"
"07823330801","078233308","0782333",1948,9,2,"1","1",NA,0,63,1,"1"
"07823330802","078233308","0782333",1944,12,2,"1","1",NA,0,67,1,"1"
"07823330901","078233309","0782333",1947,9,2,"1","5",1,0,64,1,"2"
"07823331101","078233311","0782333",1939,7,2,"1","1",NA,0,72,1,"1"
"07823331102","078233311","0782333",1936,10,2,"1","1",NA,0,75,1,"1"
"07823331201","078233312","0782333",1948,3,2,"1","1",NA,1,63,1,"1"
"07823331202","078233312","0782333",1945,12,2,"2","1",NA,0,66,4,"1"
"07823331401","078233314","0782333",1946,9,2,"1","1",NA,0,65,2,"2"
"07823331402","078233314","0782333",1950,2,2,"1","1",NA,0,61,1,"2"
"07823332101","078233321","0782333",1942,6,2,"1","5",NA,0,69,1,"2"
"07823332401","078233324","0782333",1951,4,2,"1","1",NA,0,60,1,"1"
"07823332402","078233324","0782333",1951,3,2,"1","1",NA,0,60,3,"1"
"07823332601","078233326","0782333",1936,8,2,"1","5",1,0,75,1,"1"
"07823332701","078233327","0782333",1939,6,2,"1","1",NA,0,72,1,"1"
"07823332702","078233327","0782333",1937,1,2,"1","1",NA,0,74,1,"1"
"07823332801","078233328","0782333",1943,10,2,"1","1",NA,0,68,1,"1"
"07823332802","078233328","0782333",1935,3,2,"2","1",NA,0,76,4,"1"
"07823332901","078233329","0782333",1948,6,2,"1","1",NA,0,63,2,"1"
"07823333001","078233330","0782333",1924,4,2,"1","5",NA,0,87,1,"1"
"08967610201","089676102","0896761",1945,3,1,"1","5",1,0,66,1,"1"
"08967610601","089676106","0896761",1938,5,1,"1","1",NA,0,73,1,"1"
"08967610602","089676106","0896761",1948,4,1,"1","1",NA,0,63,1,"1"
"08967610701","089676107","0896761",1921,0,1,"1","5",1,0,90,1,"1"
"08967610801","089676108","0896761",1950,10,1,"1","5",1,0,61,1,"1"
"08967610901","089676109","0896761",1940,10,1,"1","1",NA,0,71,2,"1"
"08967610902","089676109","0896761",1949,8,1,"1","1",NA,0,62,1,"1"
"08967611001","089676110","0896761",1937,0,1,"1","5",4,0,74,2,"1"
"08967611101","089676111","0896761",1945,4,1,"1","5",4,0,66,2,"1"
"08967611302","089676113","0896761",1945,3,1,"1","1",NA,0,66,2,"1"
"08967611801","089676118","0896761",1942,7,1,"1","5",4,0,69,1,"1"
"08967611901","089676119","0896761",1941,7,1,"1","1",NA,0,70,2,"1"
"08967611902","089676119","0896761",1942,6,1,"1","1",NA,0,69,2,"1"
"08967620401","089676204","0896762",1948,6,1,"2","1",NA,0,63,2,"2"
"08967620402","089676204","0896762",1942,3,1,"2","1",NA,0,69,2,"2"
"08967620701","089676207","0896762",1949,9,1,"2","5",1,0,62,1,"2"
"08967620801","089676208","0896762",1942,12,1,"2","1",NA,0,69,4,"2"
"08967620901","089676209","0896762",1940,5,1,"2","1",NA,0,71,4,"2"
"08967621201","089676212","0896762",1944,5,1,"2","5",1,0,67,2,"2"
"08967621601","089676216","0896762",1948,5,1,"2","4",NA,0,63,2,"2"
"08967621801","089676218","0896762",1937,12,1,"2","1",NA,0,74,3,"2"
"08967621802","089676218","0896762",1948,2,1,"2","1",NA,0,63,2,"2"
"08967622201","089676222","0896762",1950,4,1,"2","5",4,0,61,2,"2"
"08967622301","089676223","0896762",1945,10,1,"2","1",NA,0,66,3,"2"
"08967622401","089676224","0896762",1947,10,1,"2","1",NA,0,64,2,"2"
"08967622402","089676224","0896762",1939,3,1,"2","1",NA,0,72,2,"2"
"08967622601","089676226","0896762",1934,5,1,"2","4",4,0,77,1,"2"
"08967630101","089676301","0896763",1934,3,2,"2","2",NA,0,77,2,"2"
"08967630102","089676301","0896763",1928,10,2,"2","2",NA,0,83,2,"2"
"08967630201","089676302","0896763",1928,8,1,"2","1",NA,0,83,1,"2"
"08967630202","089676302","0896763",1951,6,1,"2","1",NA,0,60,3,"2"
"08967630401","089676304","0896763",1951,1,2,"1","5",2,0,60,1,"2"
"08967630501","089676305","0896763",1943,9,2,"1","1",NA,0,68,2,"2"
"08967630502","089676305","0896763",1937,12,2,"1","1",NA,0,74,3,"2"
"08967630701","089676307","0896763",1938,0,1,"2","1",NA,0,73,2,"2"
"08967631002","089676310","0896763",1949,10,1,"3","1",NA,0,62,2,"2"
"08967631101","089676311","0896763",1949,10,1,"2","5",5,0,62,3,"2"
"08967631201","089676312","0896763",1936,9,2,"2","1",NA,1,75,1,"2"
"08967631202","089676312","0896763",1935,4,2,"2","1",NA,0,76,1,"2"
"08967631301","089676313","0896763",1927,11,2,"1","5",1,0,84,1,"2"
"08967631501","089676315","0896763",1947,0,1,"2","1",NA,0,64,3,"2"
"08967631601","089676316","0896763",1950,12,1,"2","5",NA,0,61,2,"2"
"08967631801","089676318","0896763",1941,5,1,"2","5",3,0,70,2,"2"
"08967632001","089676320","0896763",1938,2,1,"2","1",NA,0,73,1,"2"
"08967632002","089676320","0896763",1950,11,1,"2","1",NA,0,61,3,"2"
"08967632101","089676321","0896763",1944,3,2,"2","1",NA,0,67,4,"2"
"08967632102","089676321","0896763",1937,9,1,"2","1",NA,0,74,4,"2"
"09400410101","094004101","0940041",1943,12,1,"2","1",NA,1,68,4,"2"
"09400410102","094004101","0940041",1951,12,1,"2","1",NA,0,60,3,"2"
"09400410201","094004102","0940041",1926,10,2,"2","5",3,0,85,1,"2"
"09400410301","094004103","0940041",1934,10,1,"2","5",4,0,77,2,"2"
"09400410401","094004104","0940041",1949,10,2,"1","1",NA,0,62,3,"2"
"09400410402","094004104","0940041",1948,9,1,"2","1",NA,0,63,4,"2"
"09400410601","094004106","0940041",1936,2,1,"2","5",8,0,75,1,"2"
"09400410801","094004108","0940041",1938,10,1,"2","5",4,0,73,3,"2"
"09400410902","094004109","0940041",1945,1,1,"2","1",NA,1,66,4,"2"
"09400411001","094004110","0940041",1935,1,1,"2","1",NA,0,76,2,"2"
"09400411002","094004110","0940041",1936,12,1,"2","1",NA,1,75,1,"2"
"09400411201","094004112","0940041",1946,10,1,"2","1",NA,0,65,3,"2"
"09400411202","094004112","0940041",1951,3,1,"2","1",NA,0,60,3,"2"
"09400411301","094004113","0940041",1947,8,1,"2","1",NA,0,64,3,"2"
"09400411501","094004115","0940041",1947,1,1,"2","1",NA,0,64,3,"2"
"09400411502","094004115","0940041",1945,11,1,"2","1",NA,0,66,3,"2"
"09400411601","094004116","0940041",1943,10,1,"2","1",NA,0,68,3,"2"
"09400411602","094004116","0940041",1944,11,1,"2","1",NA,0,67,3,"2"
"09400411701","094004117","0940041",1938,10,1,"2","1",NA,0,73,4,"2"
"09400411702","094004117","0940041",1936,1,2,"2","1",NA,0,75,4,"2"
"09400411901","094004119","0940041",1931,2,1,"2","1",NA,0,80,1,"2"
"09400411902","094004119","0940041",1934,1,2,"2","1",NA,0,77,3,"2"
"09400412001","094004120","0940041",1951,6,1,"2","1",NA,1,60,4,"2"
"09400412101","094004121","0940041",1934,2,1,"2","1",NA,0,77,4,"2"
"09400412102","094004121","0940041",1934,1,1,"2","1",NA,0,77,2,"2"
"09400420302","094004203","0940042",1933,5,2,"2","1",NA,1,78,1,"2"
"09400420401","094004204","0940042",1937,7,1,"2","1",NA,1,74,2,"2"
"09400420402","094004204","0940042",1938,12,1,"2","1",NA,0,73,1,"2"
"09400420601","094004206","0940042",1936,9,1,"2","1",NA,0,75,1,"2"
"09400420602","094004206","0940042",1936,12,1,"2","1",NA,0,75,3,"2"
"09400420701","094004207","0940042",1934,9,1,"2","5",6,0,77,1,"2"
"09400420801","094004208","0940042",1926,5,1,"2","1",NA,1,85,4,"2"
"09400420802","094004208","0940042",1929,3,2,"2","1",NA,0,82,4,"2"
"09400421001","094004210","0940042",1951,7,1,"2","1",NA,0,60,3,"2"
"09400421002","094004210","0940042",1951,5,2,"2","1",NA,0,60,3,"2"
"09400421201","094004212","0940042",1948,5,1,"2","1",NA,0,63,4,"2"
"09400421202","094004212","0940042",1947,10,1,"2","1",NA,0,64,4,"2"
"09400421301","094004213","0940042",1945,7,1,"2","1",NA,1,66,4,"2"
"09400421302","094004213","0940042",1947,9,2,"1","1",NA,0,64,2,"2"
"09400421401","094004214","0940042",1933,5,1,"2","1",NA,0,78,4,"2"
"09400421402","094004214","0940042",1921,12,1,"2","1",NA,0,90,2,"2"
"09400421501","094004215","0940042",1936,2,1,"2","1",NA,0,75,2,"2"
"09400421502","094004215","0940042",1934,9,1,"2","1",NA,1,77,3,"2"
"09400421601","094004216","0940042",1948,12,1,"2","1",NA,0,63,3,"2"
"09400421602","094004216","0940042",1946,10,1,"2","1",NA,0,65,2,"2"
"09400421701","094004217","0940042",1934,5,1,"2","1",NA,0,77,4,"2"
"09400421702","094004217","0940042",1935,12,1,"2","1",NA,0,76,4,"2"
"09400421801","094004218","0940042",1944,12,1,"2","1",NA,0,67,4,"2"
"09400421802","094004218","0940042",1935,7,1,"2","1",NA,0,76,4,"2"
"09400421901","094004219","0940042",1934,4,2,"2","1",NA,0,77,3,"2"
"09400421902","094004219","0940042",1929,10,2,"2","1",NA,0,82,2,"2"
"09400422001","094004220","0940042",1946,7,1,"2","1",NA,1,65,4,"2"
"09400422002","094004220","0940042",1940,12,1,"2","1",NA,1,71,4,"2"
"09400422101","094004221","0940042",1936,8,1,"2","5",9,0,75,4,"2"
"09400422201","094004222","0940042",1946,11,1,"2","5",8,0,65,3,"2"
"09400430101","094004301","0940043",1931,10,1,"2","1",NA,0,80,2,"2"
"09400430102","094004301","0940043",1933,3,1,"2","1",NA,0,78,4,"2"
"09400430301","094004303","0940043",1939,5,1,"2","1",NA,0,72,4,"2"
"09400430302","094004303","0940043",1942,3,1,"2","1",NA,0,69,3,"2"
"09400430501","094004305","0940043",1950,11,1,"2","1",NA,0,61,4,"2"
"09400430502","094004305","0940043",1951,11,1,"2","1",NA,0,60,3,"2"
"09400430701","094004307","0940043",1942,5,1,"2","1",NA,0,69,4,"2"
"09400430702","094004307","0940043",1942,2,1,"2","1",NA,0,69,4,"2"
"09400430801","094004308","0940043",1950,4,1,"2","5",5,0,61,3,"2"
"09400431001","094004310","0940043",1937,11,1,"2","1",NA,0,74,2,"2"
"09400431002","094004310","0940043",1932,6,1,"2","1",NA,0,79,1,"2"
"10179110101","101791101","1017911",1950,4,1,"1","5",4,0,61,1,"1"
"10179110802","101791108","1017911",1950,12,1,"1","1",NA,0,61,2,"1"
"10179111301","101791113","1017911",1942,5,1,"1","5",4,0,69,1,"1"
"10179111501","101791115","1017911",1951,12,1,"1","1",NA,0,60,2,"1"
"10179111502","101791115","1017911",1947,3,1,"1","1",NA,0,64,3,"1"
"10179111701","101791117","1017911",1943,11,1,"1","1",NA,0,68,1,"1"
"10179112002","101791120","1017911",1946,10,1,"1","2",NA,0,65,1,"1"
"10179120302","101791203","1017912",1951,6,2,"1","1",NA,0,60,3,"2"
"10179120501","101791205","1017912",1941,5,2,"2","1",NA,0,70,1,"2"
"10179120502","101791205","1017912",1949,7,2,"2","1",NA,0,62,1,"2"
"10179120601","101791206","1017912",1935,2,2,"2","5",5,0,76,2,"2"
"10179120801","101791208","1017912",1926,9,2,"1","5",5,0,85,1,"2"
"10179120902","101791209","1017912",1950,11,1,"1","1",NA,0,61,2,"2"
"10179121201","101791212","1017912",1951,6,1,"2","1",NA,0,60,3,"2"
"10179121502","101791215","1017912",1943,11,1,"1","1",NA,0,68,1,"2"
"10179121702","101791217","1017912",1950,2,2,"1","1",NA,0,61,3,"2"
"10179121801","101791218","1017912",1951,3,1,"1","1",NA,0,60,1,"2"
"10179121901","101791219","1017912",1948,4,2,"1","5",1,0,63,2,"2"
"10179122101","101791221","1017912",1946,8,1,"1","1",NA,0,65,3,"2"
"10179122102","101791221","1017912",1951,4,2,"1","1",NA,0,60,2,"2"
"10179122201","101791222","1017912",1947,6,2,"1","5",1,0,64,1,"2"
"10179122401","101791224","1017912",1951,1,2,"2","5",1,0,60,3,"1"
"10179122501","101791225","1017912",1947,2,2,"1","5",1,0,64,1,"1"
"10179130301","101791303","1017913",1949,9,1,"1","5",2,0,62,1,"1"
"10179130401","101791304","1017913",1950,6,1,"1","1",NA,0,61,1,"1"
"10179131001","101791310","1017913",1951,1,1,"1","5",8,0,60,1,"1"
"10179131101","101791311","1017913",1949,8,1,"1","1",NA,0,62,1,"1"
"10179131102","101791311","1017913",1947,7,1,"1","1",NA,0,64,1,"1"
"10179131402","101791314","1017913",1951,10,1,"1","1",NA,0,60,2,"1"
"10179131501","101791315","1017913",1926,12,1,"1","5",5,0,85,1,"1"
"10179132001","101791320","1017913",1947,2,1,"1","1",NA,0,64,2,"1"
"10400410201","104004102","1040041",1937,1,1,"2","1",NA,1,74,1,"2"
"10400410202","104004102","1040041",1938,7,2,"2","1",NA,0,73,2,"2"
"10400410301","104004103","1040041",1946,10,2,"2","1",NA,0,65,2,"2"
"10400410302","104004103","1040041",1950,2,2,"2","1",NA,0,61,3,"2"
"10400410401","104004104","1040041",1933,10,1,"1","1",NA,0,78,4,"2"
"10400410402","104004104","1040041",1939,12,1,"1","1",NA,0,72,1,"2"
"10400410501","104004105","1040041",1948,11,1,"2","1",NA,0,63,4,"2"
"10400410502","104004105","1040041",1950,12,1,"2","1",NA,0,61,4,"2"
"10400410601","104004106","1040041",1949,10,2,"1","5",5,0,62,2,"2"
"10400410801","104004108","1040041",1947,12,2,"1","1",NA,0,64,1,"2"
"10400410802","104004108","1040041",1951,11,2,"1","1",NA,0,60,1,"2"
"10400410901","104004109","1040041",1949,7,1,"2","2",NA,0,62,3,"2"
"10400410902","104004109","1040041",1950,7,1,"2","2",NA,1,61,4,"2"
"10400411001","104004110","1040041",1931,8,2,"2","1",NA,0,80,1,"2"
"10400411002","104004110","1040041",1934,12,2,"2","1",NA,0,77,3,"2"
"10400411401","104004114","1040041",1945,8,1,"2","1",NA,1,66,3,"2"
"10400411402","104004114","1040041",1940,9,1,"2","1",NA,0,71,2,"2"
"10400411501","104004115","1040041",1932,3,2,NA,"1",NA,0,79,1,"2"
"10400411601","104004116","1040041",1941,1,1,"2","5",6,0,70,4,"2"
"10400412201","104004122","1040041",1948,1,1,"2","1",NA,0,63,3,"2"
"10400412202","104004122","1040041",1941,12,1,"2","1",NA,0,70,4,"2"
"10400412301","104004123","1040041",1938,10,1,"2","5",4,0,73,3,"2"
"10400420102","104004201","1040042",1946,1,2,"2","1",NA,0,65,4,"2"
"10400420201","104004202","1040042",1946,1,1,"2","1",NA,1,65,3,"2"
"10400420202","104004202","1040042",1947,8,1,"2","1",NA,1,64,4,"2"
"10400420301","104004203","1040042",1942,1,2,"2","1",NA,0,69,3,"2"
"10400420401","104004204","1040042",1929,9,2,"2","5",9,0,82,3,"2"
"10400420601","104004206","1040042",1936,1,1,"2","1",NA,0,75,1,"2"
"10400420602","104004206","1040042",1936,4,1,"2","1",NA,0,75,2,"2"
"10400421101","104004211","1040042",1944,5,1,"2","5",8,0,67,4,"2"
"10400421301","104004213","1040042",1935,12,1,"2","1",NA,0,76,2,"2"
"10400421401","104004214","1040042",1937,3,1,"2","5",9,0,74,4,"2"
"10400430301","104004303","1040043",1951,10,1,"2","1",NA,0,60,3,"2"
"10400430401","104004304","1040043",1933,11,1,"2","1",NA,1,78,3,"2"
"10400430402","104004304","1040043",1938,5,2,"2","1",NA,0,73,2,"2"
"10400430501","104004305","1040043",1928,3,2,"2","5",1,0,83,4,"2"
"10400430601","104004306","1040043",1937,3,1,"2","1",NA,1,74,2,"2"
"10400430602","104004306","1040043",1933,12,1,"2","1",NA,1,78,1,"2"
"10400430801","104004308","1040043",1939,12,2,"2","1",NA,0,72,3,"2"
"10400430802","104004308","1040043",1934,11,1,"2","1",NA,0,77,4,"2"
"10400430901","104004309","1040043",1951,4,2,"2","1",NA,0,60,3,"2"
"10400431001","104004310","1040043",1933,2,1,"2","1",NA,0,78,1,"2"
"10400431002","104004310","1040043",1930,12,2,"2","1",NA,0,81,2,"2"
"10400431101","104004311","1040043",1943,1,1,"2","1",NA,0,68,4,"2"
"10400431102","104004311","1040043",1941,6,1,"2","1",NA,0,70,4,"2"
"10400431201","104004312","1040043",1951,7,1,"2","1",NA,0,60,3,"2"
"10400431301","104004313","1040043",1933,12,2,"2","1",NA,0,78,3,"2"
"10400431302","104004313","1040043",1938,10,2,"2","1",NA,1,73,4,"2"
"10400431401","104004314","1040043",1945,1,2,"2",NA,NA,NA,66,NA,"2"
"10400431501","104004315","1040043",1951,4,2,"2","1",NA,0,60,4,"2"
"10400431701","104004317","1040043",1934,3,2,"2","1",NA,0,77,1,"2"
"10400431702","104004317","1040043",1936,8,1,"2","1",NA,0,75,4,"2"
"10400431801","104004318","1040043",1936,7,1,"2","1",NA,1,75,4,"2"
"10400431802","104004318","1040043",1942,12,2,"2","1",NA,0,69,4,"2"
"10510210301","105102103","1051021",1935,3,2,"1","1",NA,0,76,1,"2"
"10510210302","105102103","1051021",1940,10,2,"1","1",NA,0,71,2,"2"
"10510210401","105102104","1051021",1950,3,2,"2","1",NA,0,61,3,"2"
"10510210402","105102104","1051021",1951,2,2,"1","1",NA,0,60,1,"2"
"10510211201","105102112","1051021",1938,1,2,"2","5",1,0,73,1,"1"
"10510211502","105102115","1051021",1950,2,2,"2","1",NA,0,61,1,"2"
"10510212201","105102122","1051021",1936,7,2,"1","5",1,0,75,1,"2"
"10510212301","105102123","1051021",1949,3,2,"1","1",NA,0,62,3,"2"
"10510212302","105102123","1051021",1949,8,2,"2","1",NA,0,62,2,"2"
"10510212601","105102126","1051021",1950,12,2,"1","6",NA,0,61,3,"2"
"10510212801","105102128","1051021",1939,11,2,"2","5",5,0,72,2,"2"
"10510213001","105102130","1051021",1938,9,2,"1","5",4,0,73,1,"2"
"10510213201","105102132","1051021",1942,11,2,"1","5",6,0,69,1,"2"
"10510213401","105102134","1051021",1949,6,2,"1","1",NA,0,62,3,"2"
"10510213402","105102134","1051021",1951,2,2,"1","1",NA,0,60,1,"2"
"10510213601","105102136","1051021",1951,4,2,"1","1",NA,0,60,3,"1"
"10510220401","105102204","1051022",1945,12,2,"1","5",1,0,66,2,"2"
"10510220601","105102206","1051022",1944,7,2,"1","5",4,0,67,2,"2"
"10510221001","105102210","1051022",1944,12,2,"2","1",NA,0,67,1,"2"
"10510221002","105102210","1051022",1941,2,2,"2","1",NA,0,70,1,"2"
"10510221301","105102213","1051022",1951,12,2,"2","1",NA,0,60,1,"2"
"10510221302","105102213","1051022",1950,4,2,"2","1",NA,1,61,4,"2"
"10510221401","105102214","1051022",1947,7,2,"1","1",NA,0,64,1,"2"
"10510221402","105102214","1051022",1935,3,2,"1","1",NA,0,76,2,"2"
"10510221601","105102216","1051022",1950,11,2,"2","1",NA,0,61,4,"2"
"10510221602","105102216","1051022",1951,10,2,"2","1",NA,0,60,3,"2"
"10510221701","105102217","1051022",1939,9,2,"2","1",NA,0,72,2,"2"
"10510221702","105102217","1051022",1936,5,2,"2","1",NA,0,75,2,"2"
"10510221901","105102219","1051022",1947,3,2,"2","5",5,0,64,4,"2"
"10510222001","105102220","1051022",1950,9,2,"2","1",NA,0,61,3,"2"
"10510222401","105102224","1051022",1940,6,2,"2","1",NA,0,71,4,"2"
"10510222402","105102224","1051022",1948,2,1,"2","1",NA,0,63,3,"2"
"10510222602","105102226","1051022",1950,6,2,"2","1",NA,0,61,3,"2"
"10510223301","105102233","1051022",1943,6,2,"2","1",NA,0,68,3,"2"
"10510223302","105102233","1051022",1946,2,2,"2","1",NA,0,65,4,"2"
"10510223401","105102234","1051022",1943,5,2,"2","1",NA,0,68,4,"2"
"10510223501","105102235","1051022",1951,3,2,"1","1",NA,0,60,2,"2"
"10510223801","105102238","1051022",1950,8,2,"2","1",NA,1,61,4,"2"
"10510230101","105102301","1051023",1949,11,2,"2","1",NA,0,62,3,"2"
"10510230102","105102301","1051023",1943,11,2,"2","1",NA,0,68,3,"2"
"10510230501","105102305","1051023",1951,11,2,"2","5",5,0,60,3,"2"
"10510230601","105102306","1051023",1936,10,2,"1","1",NA,0,75,3,"2"
"10510230802","105102308","1051023",1932,10,2,"2","1",NA,0,79,4,"2"
"10510231101","105102311","1051023",1950,7,2,"2","5",5,0,61,3,"2"
"10510231201","105102312","1051023",1922,9,2,"2","5",1,0,89,2,"2"
"10510231301","105102313","1051023",1946,8,2,"2","1",NA,0,65,2,"2"
"10510231302","105102313","1051023",1948,6,1,"2","1",NA,0,63,2,"2"
"10510231501","105102315","1051023",1950,9,1,"2","5",4,0,61,1,"2"
"10510231601","105102316","1051023",1939,5,2,"2","5",1,0,72,1,"2"
"10510231701","105102317","1051023",1940,1,2,"2","5",5,0,71,1,"2"
"10510231901","105102319","1051023",1945,11,2,"2","1",NA,0,66,4,"2"
"10510232201","105102322","1051023",1946,5,1,"2","1",NA,0,65,3,"2"
"10510232701","105102327","1051023",1947,5,2,"2","1",NA,0,64,2,"2"
"10510232702","105102327","1051023",1948,9,2,"2","1",NA,0,63,3,"2"
"10538110202","105381102","1053811",1950,1,2,"1","1",NA,0,61,1,"2"
"10538110301","105381103","1053811",1935,8,2,"2","1",NA,1,76,3,"2"
"10538110302","105381103","1053811",1944,1,2,"1","1",NA,0,67,1,"2"
"10538110701","105381107","1053811",1939,12,2,"1","1",NA,0,72,1,"2"
"10538110702","105381107","1053811",1942,3,2,"1","1",NA,0,69,1,"2"
"10538110801","105381108","1053811",1942,10,2,"2","1",NA,1,69,4,"2"
"10538110802","105381108","1053811",1942,5,2,"2","1",NA,0,69,4,"2"
"10538111102","105381111","1053811",1951,1,2,"2","1",NA,1,60,3,"2"
"10538111201","105381112","1053811",1948,3,2,"2","2",NA,0,63,4,"2"
"10538111202","105381112","1053811",1947,8,2,"2","2",NA,0,64,1,"2"
"10538111301","105381113","1053811",1941,1,2,"2","5",3,0,70,1,"2"
"10538120701","105381207","1053812",1951,5,2,"1","1",NA,0,60,2,"1"
"10538120702","105381207","1053812",1946,6,2,"1","1",NA,0,65,2,"1"
"10538121602","105381216","1053812",1951,6,2,"1","2",NA,0,60,3,"1"
"10538121802","105381218","1053812",1942,5,2,"1","1",NA,0,69,1,"1"
"10538122301","105381223","1053812",1934,1,2,"1","5",1,0,77,1,"1"
"10538122502","105381225","1053812",1946,11,2,"1","1",NA,0,65,3,"1"
"10538122602","105381226","1053812",1946,9,2,"1","1",NA,0,65,2,"1"
"10538122701","105381227","1053812",1944,1,2,"1","5",1,0,67,4,"1"
"10538122801","105381228","1053812",1944,9,2,"1","1",NA,0,67,3,"1"
"10538130301","105381303","1053813",1948,2,2,"1","1",NA,0,63,3,"1"
"10538130501","105381305","1053813",1941,12,2,"1","5",2,0,70,1,"1"
"10538130601","105381306","1053813",1944,2,2,"1","5",5,0,67,3,"1"
"10538130802","105381308","1053813",1947,12,2,"2","1",NA,0,64,2,"1"
"10538131001","105381310","1053813",1943,11,2,"1","1",NA,0,68,2,"1"
"10538131002","105381310","1053813",1944,7,2,"2","1",NA,0,67,3,"1"
"10538131201","105381312","1053813",1942,3,2,"1","1",NA,0,69,1,"1"
"10538131202","105381312","1053813",1951,11,2,"1","1",NA,0,60,2,"1"
"10538131401","105381314","1053813",1938,1,2,"1","5",1,0,73,1,"1"
"10538131601","105381316","1053813",1938,12,2,"1","5",1,1,73,1,"2"
"10538131801","105381318","1053813",1930,1,2,"1","5",2,0,81,1,"1"
"10538132001","105381320","1053813",1935,6,2,"1","1",NA,0,76,1,"1"
"10538132002","105381320","1053813",1938,8,2,"1","1",NA,0,73,1,"1"
"10538132201","105381322","1053813",1945,8,2,"1","1",NA,0,66,2,"1"
"10538132202","105381322","1053813",1940,8,2,"2","1",NA,0,71,1,"1"
"10538132301","105381323","1053813",1946,3,2,"1","1",NA,0,65,3,"1"
"10538132401","105381324","1053813",1950,12,1,"1","1",NA,0,61,3,"1"
"10820610401","108206104","1082061",1940,1,1,"1","1",NA,0,71,4,"1"
"10820610402","108206104","1082061",1945,10,2,"1","1",NA,0,66,3,"1"
"10820610501","108206105","1082061",1951,8,1,"1","1",NA,0,60,2,"1"
"10820610601","108206106","1082061",1937,1,2,"1","1",NA,0,74,1,"1"
"10820610602","108206106","1082061",1938,2,2,"1","1",NA,0,73,1,"1"
"10820610801","108206108","1082061",1949,12,2,"1","1",NA,0,62,1,"1"
"10820610802","108206108","1082061",1950,12,2,"1","1",NA,0,61,1,"1"
"10820610901","108206109","1082061",1947,7,2,"1","1",NA,0,64,2,"1"
"10820610902","108206109","1082061",1949,4,2,"1","1",NA,0,62,1,"1"
"10820611001","108206110","1082061",1937,10,2,"1","5",1,0,74,1,"1"
"10820611101","108206111","1082061",1938,1,2,"1","5",1,0,73,1,"1"
"10820611401","108206114","1082061",1949,8,2,"1","1",NA,0,62,1,"1"
"10820611402","108206114","1082061",1947,3,2,"1","1",NA,0,64,1,"1"
"10820611601","108206116","1082061",1927,3,2,"1","5",1,0,84,1,"1"
"10820612001","108206120","1082061",1946,1,2,"2","1",NA,0,65,2,"1"
"10820612002","108206120","1082061",1950,4,2,"2","1",NA,0,61,1,"1"
"10820612102","108206121","1082061",1947,6,2,"1","1",NA,0,64,1,"1"
"10820620201","108206202","1082062",1950,4,2,"1","1",NA,0,61,2,"1"
"10820620801","108206208","1082062",1929,4,2,"1","5",1,0,82,1,"1"
"10820620901","108206209","1082062",1929,1,2,"1","1",NA,0,82,1,"1"
"10820620902","108206209","1082062",1930,2,2,"1","1",NA,0,81,3,"1"
"10820621101","108206211","1082062",1937,9,2,"1","5",1,0,74,2,"1"
"10820621401","108206214","1082062",1946,6,2,"1","1",NA,0,65,1,"1"
"10820621402","108206214","1082062",1946,3,2,"1","1",NA,0,65,1,"1"
"10820622002","108206220","1082062",1949,4,2,"1","2",NA,0,62,3,"1"
"10820622401","108206224","1082062",1950,7,2,"1","5",4,0,61,1,"1"
"10820622701","108206227","1082062",1949,4,2,"1","1",NA,0,62,2,"1"
"10820630201","108206302","1082063",1950,2,2,"1","1",NA,0,61,1,"1"
"10820630202","108206302","1082063",1950,3,2,"1","1",NA,0,61,1,"1"
"10820630301","108206303","1082063",1944,12,1,"1","5",1,0,67,1,"1"
"10820630401","108206304","1082063",1949,12,2,"1","1",NA,0,62,2,"1"
"10820630402","108206304","1082063",1948,11,2,"1","1",NA,0,63,2,"1"
"10820630502","108206305","1082063",1943,6,2,"1","1",NA,0,68,2,"1"
"10820630601","108206306","1082063",1950,6,2,"1","1",NA,0,61,2,"1"
"10820630602","108206306","1082063",1948,5,2,"1","1",NA,0,63,2,"1"
